Date,ZoneID,AvgTemperature,Humidity,SpecialEvent,EnergyConsumption
2024-02-26,Zone_1,34.770008817466014,66.51391251305797,1,688.1365881326437
2024-02-27,Zone_1,22.49615803396413,61.65022798109339,0,486.15114187731245
2024-02-28,Zone_1,41.573292833367546,41.32734807408252,0,606.9504027073076
2024-02-29,Zone_1,30.400993562704073,51.068797263707765,0,538.6491980811535
2024-03-01,Zone_1,26.42348145370016,66.79597748934675,0,592.760525756144
2024-03-02,Zone_1,39.217068791602664,73.63435490951704,1,777.5805797039528
2024-03-03,Zone_1,19.874287066711965,61.86454314769428,0,473.8334079447006
2024-03-04,Zone_1,21.65433820454734,52.28180922243245,0,511.0243586934067
2024-03-05,Zone_1,27.62527344419522,53.46670767426288,0,546.8432367038388
2024-03-06,Zone_1,36.33203427686438,63.77296265460409,0,651.229219253713
2024-03-07,Zone_1,22.403150170229935,55.15765927133749,0,484.79268068038107
2024-03-08,Zone_1,39.36002840236152,59.80557859100452,0,615.8395512696795
2024-03-09,Zone_1,28.7371592430342,47.52216818035151,0,555.8029633421583
2024-03-10,Zone_1,36.616319035756185,58.715878534602915,0,601.0490139301644
2024-03-11,Zone_1,35.815818760774796,60.10233061019587,0,602.6820607899591
2024-03-12,Zone_1,30.3044830355858,66.47162696787044,0,577.9010147769078
2024-03-13,Zone_1,37.93008408072676,47.62184501173151,0,612.4213329245965
2024-03-14,Zone_1,30.35486207819873,64.39327140103434,1,669.4554816563883
2024-03-15,Zone_1,31.404959338675162,53.77300480179406,0,576.4854936567227
2024-03-16,Zone_1,27.67735125677516,53.777628350937206,0,521.8642939377485
2024-03-17,Zone_1,34.49799937716625,63.072995208766095,0,589.53596828956
2024-03-18,Zone_1,34.383773249761624,65.51737010465074,0,591.9023670488448
2024-03-19,Zone_1,29.89549203017926,61.17327383308782,0,548.1264293439854
2024-03-20,Zone_1,35.809686588733875,75.52859775839326,0,628.744330717172
2024-03-21,Zone_1,36.52739403577164,60.21003841632759,0,607.8547331614333
2024-03-22,Zone_1,34.26987355533928,57.28959537711457,1,676.4762855387759
2024-03-23,Zone_1,30.48497982496359,65.95157025436913,0,539.9420771057427
2024-03-24,Zone_1,27.766132441050463,72.04922921778574,0,542.2943085797048
2024-03-25,Zone_1,33.12059908526078,66.2834550926428,0,583.5487713055335
2024-03-26,Zone_1,29.955914768770963,39.099822513697205,1,653.2555935088966
2024-03-27,Zone_1,25.872514016037442,56.78614158347007,0,532.8292221247482
2024-03-28,Zone_1,36.78940394049994,55.6669659309744,0,609.7256179364977
2024-03-29,Zone_1,27.644808471908387,62.32049937357636,0,568.8865532905983
2024-03-30,Zone_1,27.613091347123397,53.35772556695577,0,554.8224092358622
2024-03-31,Zone_1,31.554537827990025,74.75356216949552,0,595.896942121385
2024-04-01,Zone_1,29.977185855048518,53.17657398879846,0,545.2067251072688
2024-04-02,Zone_1,31.613592801690448,51.727690564476774,0,566.2178532184852
2024-04-03,Zone_1,30.44436503065872,45.54390027527917,1,617.7599825254732
2024-04-04,Zone_1,31.120462409052084,60.12592400781795,0,578.6880950426039
2024-04-05,Zone_1,30.271752889692856,82.75761297567203,0,615.8137827698855
2024-04-06,Zone_1,40.76591228755778,52.326524371119504,0,628.5617083301111
2024-04-07,Zone_1,34.88154563240551,45.47150540927639,0,585.6755040960802
2024-04-08,Zone_1,19.380521378450965,54.74244978319239,0,426.2749402527081
2024-04-09,Zone_1,31.81238229402651,65.71347510326788,0,605.336484959012
2024-04-10,Zone_1,23.398833964896788,78.31458765854353,1,642.3476247204231
2024-04-11,Zone_1,28.588894055063946,62.95477524423183,0,532.6737855576421
2024-04-12,Zone_1,29.42730077373691,72.37816311973462,0,578.0021591475875
2024-04-13,Zone_1,29.722575208511632,62.59389308999694,1,669.0153536547198
2024-04-14,Zone_1,30.026218498590914,60.46980593764742,0,554.8888856996933
2024-04-15,Zone_1,22.004382637312588,46.31409884458143,0,479.37309498716763
2024-04-16,Zone_1,22.32942914632189,72.7767682189851,0,529.0356433302074
2024-04-17,Zone_1,40.23699460565119,61.148614682138955,1,775.2184433041468
2024-04-18,Zone_1,40.303739624409936,77.55340842443204,1,757.1290688989004
2024-04-19,Zone_1,28.654527810355248,74.89045173884479,0,596.5736293301338
2024-04-20,Zone_1,35.292122434247936,42.41260513576886,0,584.8834609504443
2024-04-21,Zone_1,29.314610894790736,62.001344191734226,0,515.1022589791861
2024-04-22,Zone_1,38.14307772785646,46.198985417851084,1,697.2482274858552
2024-04-23,Zone_1,33.982027148481635,57.18614893448913,1,652.9346511329312
2024-04-24,Zone_1,19.662789499800617,59.10879960487212,0,473.0616890771201
2024-04-25,Zone_1,29.623481726224384,48.98748095152888,0,544.7162812113187
2024-04-26,Zone_1,29.68660451363414,69.55142320501238,0,567.6620131052845
2024-04-27,Zone_1,27.62164326015699,51.84500926711512,0,513.482654750809
2024-04-28,Zone_1,29.464848200227213,49.64757677580626,0,536.1634192139162
2024-04-29,Zone_1,18.58598754979601,58.98050487520144,0,467.4915917836095
2024-04-30,Zone_1,26.50137246003707,62.13979910734222,1,653.3176631869912
2024-05-01,Zone_1,26.89818138732224,52.63587827742354,0,532.0472956844221
2024-05-02,Zone_1,28.62474151424178,36.980788352644154,0,490.4290251654516
2024-05-03,Zone_1,19.039349718790106,68.51402092378828,1,569.5841226819666
2024-05-04,Zone_1,45.39440404227619,71.19574911434577,0,736.0224787707772
2024-05-05,Zone_1,17.716264715682605,51.89494153020782,0,427.42916311013505
2024-05-06,Zone_1,26.767135578787368,49.18451996385605,0,516.870579208633
2024-05-07,Zone_1,34.5528206118554,70.55330996546415,0,630.6018700524779
2024-05-08,Zone_1,30.38684153823809,51.38715798671736,0,537.0589571018688
2024-05-09,Zone_1,37.9101909148189,56.11930810202586,0,602.1521041565376
2024-05-10,Zone_1,34.630887737658206,79.0941664047013,0,635.7892533429924
2024-05-11,Zone_1,30.63682739268578,56.38577160573023,0,553.0962950052656
2024-05-12,Zone_1,26.746787154390866,55.12874616235304,0,507.6601141394583
2024-05-13,Zone_1,27.27415400334078,34.97240478337785,1,601.8308856245853
2024-05-14,Zone_1,28.80525976566795,50.92436337958402,1,637.0372925797066
2024-05-15,Zone_1,31.367887015693142,52.75998203395701,0,545.811454149051
2024-05-16,Zone_1,30.49666152714613,67.5138712337179,0,597.6612774923718
2024-05-17,Zone_1,26.191325421360904,54.35442996730425,0,498.19852883292106
2024-05-18,Zone_1,21.862287810584185,60.48084946661382,0,465.3741907545013
2024-05-19,Zone_1,33.98868157289317,48.608582714101175,0,574.481471325413
2024-05-20,Zone_1,26.740819460989204,60.47398671316414,0,522.8351555363142
2024-05-21,Zone_1,33.8012554731768,71.06329104828443,0,627.96938886801
2024-05-22,Zone_1,17.641777499363553,52.03104744529523,0,448.5909005733064
2024-05-23,Zone_1,30.44696959572825,64.8804407937875,0,604.939320254905
2024-05-24,Zone_1,31.68801331037601,55.881230338775325,0,558.8969969475519
2024-05-25,Zone_1,28.404714894668285,65.43483152963778,0,578.8058007582339
2024-05-26,Zone_1,34.35562351715846,56.73976467832159,0,583.3220654724207
2024-05-27,Zone_1,36.5052621658115,53.235869795159616,0,553.9072387642934
2024-05-28,Zone_1,30.092091895947757,76.76437312275283,0,589.4819080924843
2024-05-29,Zone_1,34.11552487872503,68.92410819815211,0,612.6848243438924
2024-05-30,Zone_1,22.607068771100792,71.43754043206928,0,533.9191933596671
2024-05-31,Zone_1,36.23663527615862,69.6592200795959,0,630.8526197915168
2024-06-01,Zone_1,27.70319550229878,51.50155630535208,0,554.8241028782869
2024-06-02,Zone_1,32.01017240023461,56.52473266227045,0,585.7136182181232
2024-06-03,Zone_1,28.650625323533145,50.21236284217693,0,521.0815694236296
2024-06-04,Zone_1,27.236771133264973,69.63850318715362,0,576.6423243908296
2024-06-05,Zone_1,32.067174516118506,78.76795812558066,0,592.9056043231684
2024-06-06,Zone_1,27.435428125142924,61.70594203580863,0,559.6066170397587
2024-06-07,Zone_1,33.27182828177029,59.44415329089545,0,588.6735496720619
2024-06-08,Zone_1,43.217857916992756,57.971537803298475,1,762.6242476415441
2024-06-09,Zone_1,30.546973973024464,67.25766623898691,0,583.2283450018283
2024-06-10,Zone_1,32.21058332656737,62.50243932573648,0,559.8944567008779
2024-06-11,Zone_1,37.965933133196984,54.88784323568815,1,711.698598255828
2024-06-12,Zone_1,33.90536633808226,85.38691101737487,0,652.4958060815637
2024-06-13,Zone_1,29.209960507105052,55.7311893005258,0,562.1869924384973
2024-06-14,Zone_1,18.39631313010935,57.701204285536136,0,475.13571388156043
2024-06-15,Zone_1,28.32107650354936,76.69021525289392,0,557.440662379245
2024-06-16,Zone_1,29.25481666635235,59.933465453687624,0,527.5225633341552
2024-06-17,Zone_1,28.84532734895661,66.96206364813418,0,544.3429026770134
2024-06-18,Zone_1,32.583346543240616,52.008894291747346,1,661.3938477684256
2024-06-19,Zone_1,42.8667990162493,60.59218434014488,0,648.4678867055945
2024-06-20,Zone_1,33.37140234373388,58.851559805169764,0,587.775070832121
2024-06-21,Zone_1,29.836233648920008,54.56575228866235,0,575.5930191494906
2024-06-22,Zone_1,16.703243214753137,39.21623345081057,0,387.2456110658948
2024-06-23,Zone_1,28.286562029598258,56.28559134004209,1,635.866119581621
2024-06-24,Zone_1,32.6388238046583,68.33223877620742,0,571.2442876674861
2024-06-25,Zone_1,34.678391965737305,72.71555094994159,0,608.7688355565911
2024-06-26,Zone_1,26.35842425026057,60.98745777637335,0,530.2354066350871
2024-06-27,Zone_1,23.889360955540273,67.12998430172388,0,541.6521344102421
2024-06-28,Zone_1,25.29793112716049,62.34652005155086,0,532.1315992711434
2024-06-29,Zone_1,24.594683362000513,66.15935606944264,0,495.6805955935214
2024-06-30,Zone_1,38.82343467131359,47.584987690508775,0,589.4313445704295
2024-07-01,Zone_1,22.216854132380483,66.0600995134564,0,534.7889268165484
2024-07-02,Zone_1,19.150611564795707,42.465305837493375,1,527.2370594941742
2024-07-03,Zone_1,27.275404565955252,63.991361143520706,1,665.6224126181381
2024-07-04,Zone_1,29.845208746817132,56.642849271134295,0,578.9682526661
2024-07-05,Zone_1,31.539008844460295,42.89831607343375,0,525.6516128405242
2024-07-06,Zone_1,27.90928482995364,47.11552620242675,0,519.5216794895637
2024-07-07,Zone_1,30.979226275488408,50.21627222384968,0,588.3778355644057
2024-07-08,Zone_1,33.58795789896525,55.30852279805065,0,589.8594570404591
2024-07-09,Zone_1,31.28014867156938,69.82690983945514,0,569.8198512201978
2024-07-10,Zone_1,32.55148194791162,58.41898509929801,0,593.3816907401626
2024-07-11,Zone_1,26.875907111521606,60.26091050210834,0,528.5688161704527
2024-07-12,Zone_1,30.99279181448146,45.65635032841154,0,550.8754753699944
2024-07-13,Zone_1,25.38383376944548,46.48315394383666,0,507.5163172272707
2024-07-14,Zone_1,21.232131410456567,80.81314656765142,1,625.3922716492102
2024-07-15,Zone_1,25.708211099093933,67.00309879408991,0,551.8232236675584
2024-07-16,Zone_1,22.404100085069114,59.94663529163337,0,485.9506947481925
2024-07-17,Zone_1,35.74636663142838,52.96823574874112,0,595.5043129234705
2024-07-18,Zone_1,28.325738638119432,79.75027353630782,0,585.1611631249909
2024-07-19,Zone_1,33.538759677277376,54.37533224105732,0,555.3051231950983
2024-07-20,Zone_1,34.64741253672385,42.3713307112896,0,584.8046657686983
2024-07-21,Zone_1,29.62783285449977,66.20672097550678,0,590.7274783475458
2024-07-22,Zone_1,30.59802834443535,68.1669851771357,0,593.4914363039528
2024-07-23,Zone_1,34.16961077274452,64.59180079228437,0,572.0094505325699
2024-07-24,Zone_1,29.710475463311077,68.1848473463854,0,576.7304514841794
2024-07-25,Zone_1,24.594717297958688,70.53152853332904,1,660.4021842010304
2024-07-26,Zone_1,29.59792113145504,55.34549817595946,0,565.2047136549403
2024-07-27,Zone_1,30.480603884704916,55.377247112949576,0,533.7496278189958
2024-07-28,Zone_1,36.38963414619083,57.38972746753205,0,608.5962225209845
2024-07-29,Zone_1,37.23488942176866,61.965547765115744,0,639.1655113877986
2024-07-30,Zone_1,31.415161026976083,46.50536428574476,0,556.0420860044698
2024-07-31,Zone_1,30.41141994637712,70.65480375065351,1,709.0643860841532
2024-08-01,Zone_1,26.582841049349383,54.901424225000255,0,472.7733452630793
2024-08-02,Zone_1,27.77248739299614,74.533844771177,0,553.7949761389028
2024-08-03,Zone_1,33.96828970990177,56.996395119113714,0,569.643369584235
2024-08-04,Zone_1,24.97929616623966,52.32202434895871,0,465.80485200568353
2024-08-05,Zone_1,23.963020841768127,49.29421920322832,1,603.9450698697445
2024-08-06,Zone_1,34.92161199238292,57.86011155774491,1,741.287574162677
2024-08-07,Zone_1,26.68051543226667,71.67102914383636,0,589.2083529015604
2024-08-08,Zone_1,26.81130007874342,54.690030449981826,0,534.9779978660492
2024-08-09,Zone_1,26.88564751788358,55.04030953673529,1,621.8035013040334
2024-08-10,Zone_1,37.102521239949276,54.29253706250524,0,612.2776158353091
2024-08-11,Zone_1,28.11723674488867,52.947892636702186,0,516.7612779739849
2024-08-12,Zone_1,37.737526006650306,77.95877673095522,0,650.5670610131257
2024-08-13,Zone_1,32.91900188078145,65.43499102789342,0,615.8941901801479
2024-08-14,Zone_1,29.11526386252975,52.01702755461546,0,554.6381827406525
2024-08-15,Zone_1,25.246581042973364,51.590912019521454,0,504.9889108918288
2024-08-16,Zone_1,27.411943504819142,62.237879516388986,1,574.1551304961295
2024-08-17,Zone_1,25.648883789282444,72.05628077952838,0,556.1663328936538
2024-08-18,Zone_1,33.409457448131555,78.46707325736034,0,629.010260853474
2024-08-19,Zone_1,31.527771601886293,69.32996642650568,1,699.315804146347
2024-08-20,Zone_1,34.10241090598682,65.07274031107298,0,623.1351843656122
2024-08-21,Zone_1,37.658444006204576,53.50808675096321,1,717.894967699778
2024-08-22,Zone_1,29.164409598415727,61.46713686433323,0,542.458744094385
2024-08-23,Zone_1,32.47477758780763,64.18252554786001,0,596.1715123829498
2024-08-24,Zone_1,30.955495340099517,60.46436548156149,0,583.6387790654721
2024-08-25,Zone_1,23.248757940285874,74.95133745517411,0,540.1653469212054
2024-08-26,Zone_1,31.246918418553776,75.77453279763475,1,725.704051825829
2024-08-27,Zone_1,22.79252875968192,61.75545829890508,0,514.0213936428141
2024-08-28,Zone_1,35.36815874929886,49.7348470058894,0,546.2157859865555
2024-08-29,Zone_1,34.82507480531615,55.19868132304149,1,691.5540150359478
2024-08-30,Zone_1,27.205390763642058,63.772118750645205,0,542.566595470447
2024-08-31,Zone_1,19.82379879687248,67.32123607333072,0,514.8342425280846
2024-09-01,Zone_1,22.75993049791878,38.01194043379918,0,471.0760515453679
2024-09-02,Zone_1,34.936544496283126,71.21853189426848,0,648.1402962526462
2024-09-03,Zone_1,33.251005889793305,59.00824136220617,0,559.4793342243416
2024-09-04,Zone_1,38.30068476724121,68.97888538760341,0,640.2319055445098
2024-09-05,Zone_1,23.74230287904778,74.4376460407326,1,648.9237513260773
2024-09-06,Zone_1,29.85537557912565,62.696693573970705,0,559.635263069019
2024-09-07,Zone_1,32.84883640116102,64.47708560017315,0,572.8574868587734
2024-09-08,Zone_1,31.616228814544897,72.49201767487534,0,607.7419572064998
2024-09-09,Zone_1,26.61803848970365,78.00940432910815,0,554.1464684164915
2024-09-10,Zone_1,29.928554843050154,44.08595352503711,0,538.8943670451985
2024-09-11,Zone_1,27.769082833926102,41.10459269054469,0,500.9011504785598
2024-09-12,Zone_1,26.55920154949864,84.7227946227266,0,572.0018780812966
2024-09-13,Zone_1,33.92900079325416,64.25457561784965,0,599.45761803977
2024-09-14,Zone_1,27.144976401802133,57.36678097386036,1,623.8275831226754
2024-09-15,Zone_1,29.981987304547157,48.416353108074574,0,547.1863802258055
2024-09-16,Zone_1,38.90812545212684,51.236813320258186,0,614.4918349208898
2024-09-17,Zone_1,24.991899950525422,57.18899707114045,0,534.0908484926647
2024-09-18,Zone_1,33.11654903327302,55.065371836359844,0,566.1634695114266
2024-09-19,Zone_1,36.99677718293001,69.24633682912769,0,670.7064936043929
2024-09-20,Zone_1,31.789628643458844,63.932631513836775,0,595.81119378249
2024-09-21,Zone_1,35.247763576596675,54.64764788439432,0,593.5680717058714
2024-09-22,Zone_1,34.75072735499416,58.020468734316694,0,620.3923208432104
2024-09-23,Zone_1,38.67981901582625,61.979107834626475,0,612.7652428584598
2024-09-24,Zone_1,27.3535088122689,66.18686547847906,0,573.7882902058993
2024-09-25,Zone_1,38.637715850503554,64.36323669674032,0,615.2716557874829
2024-09-26,Zone_1,32.82138694013368,54.977442838058764,0,576.7578806047949
2024-09-27,Zone_1,28.713117312883274,43.314159261224106,1,634.9908387120868
2024-09-28,Zone_1,34.365792743095746,41.35668471690906,0,539.6076964578726
2024-09-29,Zone_1,31.12225909279986,70.47098302612154,0,587.8122002858954
2024-09-30,Zone_1,38.90414606483321,43.670477194580165,0,587.1187544168555
2024-10-01,Zone_1,37.38270174862948,73.80091354147451,0,654.6959511818143
2024-10-02,Zone_1,26.57194859459096,63.23800127605945,0,533.2217917289768
2024-10-03,Zone_1,32.71800077297216,56.29385667913894,0,529.6431906957712
2024-10-04,Zone_1,31.175999144273504,48.44431951894283,0,552.6810990359846
2024-10-05,Zone_1,23.526592621395473,71.6082678737852,0,500.31130370893624
2024-10-06,Zone_1,28.638020147500956,39.048424773200146,0,512.284488571332
2024-10-07,Zone_1,22.217090506701247,55.718848390340874,0,472.406671011934
2024-10-08,Zone_1,32.603322102671044,68.47079009985035,0,622.2181753188067
2024-10-09,Zone_1,31.909677261157768,64.3004164719107,0,577.8120817943645
2024-10-10,Zone_1,31.89863093470062,56.731192203203484,0,557.6324695947034
2024-10-11,Zone_1,33.6381477181849,60.519458858072994,0,587.5257800062302
2024-10-12,Zone_1,24.825225677339336,58.100056128176206,0,523.7697235473843
2024-10-13,Zone_1,34.581638373512405,63.46488475897993,0,561.5644992770207
2024-10-14,Zone_1,44.68876423583887,51.28866235962484,0,668.1552390730421
2024-10-15,Zone_1,35.54091408368758,49.60094072874469,0,589.0605771788885
2024-10-16,Zone_1,26.746432313274553,70.73087345410313,0,552.1539878223642
2024-10-17,Zone_1,34.35033865344377,64.95681887972604,1,704.0985942755706
2024-10-18,Zone_1,40.017036335910525,69.6296552911413,0,665.5480163785878
2024-10-19,Zone_1,35.52762966478992,71.8703030556038,0,606.1697814636339
2024-10-20,Zone_1,38.15562926140936,52.283716775831216,0,615.7450340364609
2024-10-21,Zone_1,29.679308267035037,63.2876241030348,1,670.8217147243472
2024-10-22,Zone_1,37.175907745950255,65.64402987893266,0,635.8063343189544
2024-10-23,Zone_1,35.947352444623206,47.72392184863008,0,597.4559887299473
2024-10-24,Zone_1,33.176984661074485,72.89756528375374,0,605.9830093570009
2024-10-25,Zone_1,29.13464087858065,60.155790475814676,0,527.8282563115471
2024-10-26,Zone_1,21.78129642205971,51.14836501000153,0,507.5983377062736
2024-10-27,Zone_1,26.805191261552487,46.76910206592502,0,511.3736100713103
2024-10-28,Zone_1,26.49942063397496,70.89664865016461,0,584.4682247891202
2024-10-29,Zone_1,34.90882743495797,56.75168616491378,0,583.6891063064261
2024-10-30,Zone_1,29.900323023770948,48.432557749480516,0,505.41178264388174
2024-10-31,Zone_1,35.1128521600482,84.39752406339272,0,663.2973269175062
2024-11-01,Zone_1,32.87734333747215,57.47314311999036,1,685.8067235337752
2024-11-02,Zone_1,26.23017705566662,57.19324923133226,0,506.81646258276237
2024-11-03,Zone_1,25.07863812353748,69.7090073193431,0,527.6981873778041
2024-11-04,Zone_1,34.59158303001156,44.29499396376823,0,553.2561808631947
2024-11-05,Zone_1,22.065941422024554,58.657318966424896,0,490.657691747112
2024-11-06,Zone_1,30.5268775307298,46.65974505081795,0,540.7440344874512
2024-11-07,Zone_1,25.313859755830887,73.97414703060372,0,548.9562887716543
2024-11-08,Zone_1,30.626122513239537,55.70594458874747,1,680.5439371968231
2024-11-09,Zone_1,31.91985776273431,57.16058189117465,0,577.7038702107616
2024-11-10,Zone_1,22.986973641001534,77.4957674318694,0,533.3808595216424
2024-11-11,Zone_1,33.75687993537973,67.47165224259581,0,590.9817103909077
2024-11-12,Zone_1,28.52525160853986,72.47742072673734,0,577.9464035559115
2024-11-13,Zone_1,26.089911815461964,82.22695629135075,0,548.4167882246549
2024-11-14,Zone_1,33.168884404660496,64.13799097451498,0,618.1187459388368
2024-11-15,Zone_1,38.11698281149523,44.630520399736795,0,599.5519277787247
2024-11-16,Zone_1,29.558589758243727,85.79709337654319,1,716.353741106632
2024-11-17,Zone_1,26.138479873367622,45.6438117178656,0,462.1333339190917
2024-11-18,Zone_1,32.84491539592638,76.28396623128538,0,593.3116699732481
2024-11-19,Zone_1,26.44350687619731,54.134359204372814,0,515.8660689043847
2024-11-20,Zone_1,31.16892955895374,44.44104353796373,1,647.4860502551793
2024-11-21,Zone_1,40.58927974812945,48.273967431386836,0,596.5928108222072
2024-11-22,Zone_1,38.362861934188516,64.19019009366045,0,637.2119500366989
2024-11-23,Zone_1,26.59556358980459,50.09307611362297,0,525.5389326434184
2024-11-24,Zone_1,29.4438696932565,50.960923585352106,0,563.7529942096342
2024-11-25,Zone_1,23.927282551367966,54.660908986832,0,472.5971978603094
2024-11-26,Zone_1,36.06548849989592,61.417169136399046,0,596.3746614593828
2024-11-27,Zone_1,31.126713768445335,54.72530676386144,0,565.6978553837587
2024-11-28,Zone_1,33.54054338344295,69.56702316794585,0,586.0465066387234
2024-11-29,Zone_1,25.551269491067156,52.95712291808811,1,605.5467868073815
2024-11-30,Zone_1,20.818973134483517,65.07991326912544,0,539.8264748782548
2024-12-01,Zone_1,24.342734896737852,68.36323722995552,0,532.0936911787874
2024-12-02,Zone_1,30.409146792737825,59.01110346808857,0,572.6642014032028
2024-12-03,Zone_1,32.99797056640747,54.928769399434096,0,569.1142085883481
2024-12-04,Zone_1,32.68254921785202,51.015320182089624,0,564.5017504188755
2024-12-05,Zone_1,30.852486175202152,57.748534726499784,1,666.2685372956449
2024-12-06,Zone_1,29.87486520627428,68.17766299200287,0,562.3459869400001
2024-12-07,Zone_1,32.648465664527215,34.74281366397512,0,531.9524883823866
2024-12-08,Zone_1,26.952438989203586,58.13028697014554,0,542.0352392601499
2024-12-09,Zone_1,30.269942092228966,41.97591092505783,0,513.1807681640986
2024-12-10,Zone_1,25.303323030906228,58.55912444278385,0,530.3470873664801
2024-12-11,Zone_1,23.587506894392387,50.33482974065007,0,497.71352392409057
2024-12-12,Zone_1,28.93278564534896,74.90726136849952,0,570.0038273512638
2024-12-13,Zone_1,27.94534421850408,56.32775784045007,0,522.0831342845693
2024-12-14,Zone_1,28.059115907293858,61.70416222375488,0,517.1952791781715
2024-12-15,Zone_1,34.562176246295834,64.99526985095409,0,652.2615910482284
2024-12-16,Zone_1,23.165606507922895,57.75234598107316,0,524.9857301947495
2024-12-17,Zone_1,28.41674985369386,68.78643509726044,0,580.1508370399159
2024-12-18,Zone_1,27.1174479963664,34.0895770785509,0,502.3807426514456
2024-12-19,Zone_1,26.017799094702102,61.0884563020912,0,507.9466767978231
2024-12-20,Zone_1,29.923450754135022,65.79291499601088,0,531.7702758592253
2024-12-21,Zone_1,40.30279308308026,48.06940045089764,0,617.7593753133064
2024-12-22,Zone_1,29.135269700382885,77.11708480142343,0,569.8199196043876
2024-12-23,Zone_1,18.61813245703999,62.84889892572199,1,578.7847347524229
